outcome,horizon,tree_family,feature,feature_family,mean_absolute_shap_log1p_target,mean_signed_shap_log1p_target,n_explained,within_task_rank
death,1,extra_trees,gbd_death_fraction__lag3,GBD attributable fraction history,3.710219612e-05,1.047121923e-05,505,96
death,1,extra_trees,gbd_daly_fraction__lag3,GBD attributable fraction history,3.686786692e-05,1.136598375e-05,505,97
death,1,extra_trees,overall_daly_rate__current_rel_ui_width,overall liver-cancer burden history,3.685612443e-05,-4.902621329e-07,505,98
death,1,extra_trees,gbd_daly_fraction__mean3,GBD attributable fraction history,3.684359515e-05,1.437452715e-05,505,99
death,1,extra_trees,gbd_daly_fraction__current_rel_ui_width,GBD attributable fraction history,3.682038763e-05,7.38349009e-06,505,100
death,1,extra_trees,overall_daly_rate__log_growth10,overall liver-cancer burden history,3.666737223e-05,9.834605618e-06,505,101
death,1,extra_trees,gbd_death_fraction__delta1,GBD attributable fraction history,3.64537831e-05,7.877129082e-06,505,102
death,1,extra_trees,gbd_daly_fraction__lag1,GBD attributable fraction history,3.633628826e-05,1.158995915e-05,505,103
death,1,extra_trees,sdi__lag3,sociodemographic index history,3.623826096e-05,-1.293326517e-05,505,104
death,1,extra_trees,sdi__std10,sociodemographic index history,3.614931796e-05,4.717811352e-07,505,105
death,1,extra_trees,overall_daly_rate__cv5,overall liver-cancer burden history,3.596911919e-05,8.102786076e-06,505,106
death,1,extra_trees,bmi_daly_rate__log_slope10,BMI-attributable burden history,3.550592526e-05,9.478173288e-06,505,107
death,1,extra_trees,bmi_death_rate__std10,BMI-attributable burden history,3.520943341e-05,4.564774371e-06,505,108
death,1,extra_trees,sdi__lag1,sociodemographic index history,3.51931389e-05,1.277181436e-05,505,109
death,1,extra_trees,sdi__log_slope10,sociodemographic index history,3.516409314e-05,-1.464550092e-07,505,110
death,1,extra_trees,gbd_death_fraction__lag1,GBD attributable fraction history,3.472402836e-05,1.257405739e-05,505,111
death,1,extra_trees,gbd_death_fraction__lag5,GBD attributable fraction history,3.455326459e-05,7.469264494e-06,505,112
death,1,extra_trees,gbd_daly_fraction__lag5,GBD attributable fraction history,3.397776697e-05,2.939384272e-06,505,113
death,1,extra_trees,gbd_daly_fraction__delta5,GBD attributable fraction history,3.380914412e-05,1.420971273e-05,505,114
death,1,extra_trees,gbd_death_fraction__mean5,GBD attributable fraction history,3.357212829e-05,8.606005822e-06,505,115
death,1,extra_trees,sdi__delta1,sociodemographic index history,3.305277759e-05,-7.025300128e-06,505,116
death,1,extra_trees,gbd_daly_fraction__delta10,GBD attributable fraction history,3.286252394e-05,1.679739343e-05,505,117
death,1,extra_trees,sdi__mean10,sociodemographic index history,3.282600415e-05,-3.29803983e-06,505,118
death,1,extra_trees,sdi__lag5,sociodemographic index history,3.275394108e-05,-3.017527958e-06,505,119
death,1,extra_trees,bmi_daly_rate__cv10,BMI-attributable burden history,3.235481323e-05,-3.309192737e-06,505,120
death,1,extra_trees,gbd_death_fraction__std10,GBD attributable fraction history,3.218052515e-05,7.522250201e-06,505,121
death,1,extra_trees,sdi__cv10,sociodemographic index history,3.203562954e-05,-1.523583925e-06,505,122
death,1,extra_trees,gbd_daly_fraction__std10,GBD attributable fraction history,3.191006665e-05,1.223671254e-05,505,123
death,1,extra_trees,derived__daly_fraction_definition_gap_pp,derived definition/gap features,3.177791267e-05,1.395663819e-06,505,124
death,1,extra_trees,sdi__current,sociodemographic index history,3.118710702e-05,5.875947807e-06,505,125
death,1,extra_trees,sdi__lag10,sociodemographic index history,3.108852648e-05,-1.789278584e-05,505,126
death,1,extra_trees,overall_daly_rate__cv10,overall liver-cancer burden history,3.104506997e-05,1.477762628e-06,505,127
death,1,extra_trees,gbd_daly_fraction__log_slope10,GBD attributable fraction history,3.08404966e-05,9.998953174e-06,505,128
death,1,extra_trees,overall_death_rate__cv5,overall liver-cancer burden history,3.044908531e-05,5.940301751e-06,505,129
death,1,extra_trees,sdi__mean3,sociodemographic index history,3.020827361e-05,-2.394724608e-06,505,130
death,1,extra_trees,gbd_daly_fraction__mean10,GBD attributable fraction history,2.954328415e-05,2.336724191e-06,505,131
death,1,extra_trees,overall_death_rate__std10,overall liver-cancer burden history,2.812566046e-05,1.262113072e-05,505,132
death,1,extra_trees,gbd_death_fraction__delta5,GBD attributable fraction history,2.790830698e-05,1.469678388e-05,505,133
death,1,extra_trees,bmi_death_rate__cv10,BMI-attributable burden history,2.725009085e-05,-3.598785702e-06,505,134
death,1,extra_trees,overall_daly_rate__std5,overall liver-cancer burden history,2.706100785e-05,1.430181896e-05,505,135
death,1,extra_trees,overall_death_rate__log_slope10,overall liver-cancer burden history,2.683017455e-05,4.858847447e-06,505,136
death,1,extra_trees,gbd_death_fraction__std3,GBD attributable fraction history,2.654359533e-05,9.902936255e-06,505,137
death,1,extra_trees,gbd_death_fraction__delta10,GBD attributable fraction history,2.627584532e-05,7.781961973e-06,505,138
death,1,extra_trees,overall_daly_rate__std10,overall liver-cancer burden history,2.579073298e-05,1.164324608e-05,505,139
death,1,extra_trees,gbd_death_fraction__std5,GBD attributable fraction history,2.565681647e-05,8.643549198e-06,505,140
death,1,extra_trees,derived__death_fraction_definition_gap_pp,derived definition/gap features,2.519962367e-05,1.754146461e-06,505,141
death,1,extra_trees,gbd_daly_fraction__cv10,GBD attributable fraction history,2.508115237e-05,7.832128774e-06,505,142
death,1,extra_trees,gbd_daly_fraction__std3,GBD attributable fraction history,2.506563244e-05,7.299284221e-06,505,143
death,1,extra_trees,gbd_death_fraction__log_growth10,GBD attributable fraction history,2.441166073e-05,5.133057897e-06,505,144
death,1,extra_trees,gbd_death_fraction__current_rel_ui_width,GBD attributable fraction history,2.438390928e-05,5.54742872e-06,505,145
death,1,extra_trees,sdi__std3,sociodemographic index history,2.431657404e-05,-4.271458809e-07,505,146
death,1,extra_trees,gbd_daly_fraction__delta3,GBD attributable fraction history,2.415090365e-05,6.968382297e-06,505,147
death,1,extra_trees,gbd_death_fraction__log_slope10,GBD attributable fraction history,2.394976544e-05,-8.836922827e-07,505,148
death,1,extra_trees,overall_death_rate__current_rel_ui_width,overall liver-cancer burden history,2.356298867e-05,-3.471505298e-06,505,149
death,1,extra_trees,gbd_death_fraction__delta3,GBD attributable fraction history,2.355272307e-05,7.255491193e-06,505,150
death,1,extra_trees,bmi_death_rate__current_rel_ui_width,BMI-attributable burden history,2.264475412e-05,-8.035304869e-06,505,151
death,1,extra_trees,gbd_daly_fraction__log_growth10,GBD attributable fraction history,2.229971283e-05,-3.343922699e-07,505,152
death,1,extra_trees,gbd_daly_fraction__std5,GBD attributable fraction history,2.222772549e-05,5.104906019e-06,505,153
death,1,extra_trees,sdi__cv3,sociodemographic index history,2.16602653e-05,-9.969229047e-06,505,154
death,1,extra_trees,sdi__cv5,sociodemographic index history,2.129017086e-05,-5.954976586e-06,505,155
death,1,extra_trees,sdi__std5,sociodemographic index history,2.111936548e-05,-7.619928972e-06,505,156
death,1,extra_trees,sdi__log_growth1,sociodemographic index history,2.099629744e-05,-1.018670671e-05,505,157
death,1,extra_trees,overall_daly_rate__log_slope10,overall liver-cancer burden history,2.06477562e-05,2.905560845e-06,505,158
death,1,extra_trees,gbd_death_fraction__cv10,GBD attributable fraction history,2.05258254e-05,4.202208596e-06,505,159
death,1,extra_trees,overall_death_rate__delta10,overall liver-cancer burden history,2.04805358e-05,3.111534648e-06,505,160
death,1,extra_trees,gbd_daly_fraction__cv5,GBD attributable fraction history,1.949710129e-05,5.458607278e-06,505,161
death,1,extra_trees,gbd_daly_fraction__log_growth5,GBD attributable fraction history,1.935387042e-05,6.662714751e-06,505,162
death,1,extra_trees,sdi__delta3,sociodemographic index history,1.921167717e-05,4.365578062e-06,505,163
death,1,extra_trees,gbd_daly_fraction__log_growth1,GBD attributable fraction history,1.903059846e-05,-3.122322186e-06,505,164
death,1,extra_trees,gbd_daly_fraction__log_slope5,GBD attributable fraction history,1.831366845e-05,4.604833441e-06,505,165
death,1,extra_trees,overall_daly_rate__delta10,overall liver-cancer burden history,1.758602842e-05,4.211214487e-06,505,166
death,1,extra_trees,sdi__delta5,sociodemographic index history,1.700605384e-05,-2.244467062e-06,505,167
death,1,extra_trees,gbd_death_fraction__log_growth1,GBD attributable fraction history,1.623076794e-05,-6.394829331e-07,505,168
death,1,extra_trees,gbd_daly_fraction__cv3,GBD attributable fraction history,1.620206526e-05,-4.259153805e-06,505,169
death,1,extra_trees,gbd_death_fraction__log_growth5,GBD attributable fraction history,1.566946987e-05,5.175478888e-07,505,170
death,1,extra_trees,gbd_death_fraction__cv3,GBD attributable fraction history,1.526785956e-05,-2.813090042e-06,505,171
death,1,extra_trees,gbd_daly_fraction__log_growth3,GBD attributable fraction history,1.496407708e-05,-3.805338169e-07,505,172
death,1,extra_trees,sdi__log_slope5,sociodemographic index history,1.444365552e-05,-3.150134758e-06,505,173
death,1,extra_trees,gbd_death_fraction__log_growth3,GBD attributable fraction history,1.399681158e-05,1.524489975e-07,505,174
death,1,extra_trees,gbd_death_fraction__cv5,GBD attributable fraction history,1.37892158e-05,-1.75659928e-06,505,175
death,1,extra_trees,gbd_death_fraction__log_slope5,GBD attributable fraction history,1.378143715e-05,4.272411305e-07,505,176
death,1,extra_trees,sdi__log_growth5,sociodemographic index history,1.343055585e-05,9.196380842e-07,505,177
death,1,extra_trees,sdi__log_growth3,sociodemographic index history,1.267252064e-05,-5.611301226e-07,505,178
death,1,extra_trees,sdi__current_rel_ui_width,sociodemographic index history,0,0,505,179
death,3,extra_trees,bmi_death_rate__current,BMI-attributable burden history,0.03465535097,0.01199153795,505,1
death,3,extra_trees,bmi_death_rate__mean3,BMI-attributable burden history,0.02827695349,0.01006194819,505,2
death,3,extra_trees,bmi_death_rate__mean5,BMI-attributable burden history,0.02307596782,0.008068355515,505,3
death,3,extra_trees,bmi_death_rate__lag1,BMI-attributable burden history,0.02281479129,0.008306431642,505,4
death,3,extra_trees,bmi_death_rate__mean10,BMI-attributable burden history,0.01636466151,0.005826044817,505,5
death,3,extra_trees,bmi_daly_rate__mean5,BMI-attributable burden history,0.01617985682,0.0057343227,505,6
death,3,extra_trees,bmi_daly_rate__current,BMI-attributable burden history,0.01616571792,0.006069940631,505,7
death,3,extra_trees,bmi_death_rate__lag3,BMI-attributable burden history,0.0151333099,0.005558446597,505,8
death,3,extra_trees,bmi_daly_rate__mean3,BMI-attributable burden history,0.0142214511,0.004992072822,505,9
death,3,extra_trees,bmi_daly_rate__lag1,BMI-attributable burden history,0.01271201045,0.004739253847,505,10
death,3,extra_trees,bmi_daly_rate__lag3,BMI-attributable burden history,0.01205330266,0.004232091786,505,11
death,3,extra_trees,bmi_death_rate__lag5,BMI-attributable burden history,0.01194683485,0.004305572256,505,12
death,3,extra_trees,bmi_daly_rate__mean10,BMI-attributable burden history,0.01046797027,0.003679812255,505,13
death,3,extra_trees,bmi_daly_rate__lag5,BMI-attributable burden history,0.01024715699,0.003472726438,505,14
death,3,extra_trees,bmi_death_rate__lag10,BMI-attributable burden history,0.006624709435,0.002129355204,505,15
death,3,extra_trees,bmi_daly_rate__lag10,BMI-attributable burden history,0.006135179433,0.001929691538,505,16
death,3,extra_trees,bmi_death_rate__delta3,BMI-attributable burden history,0.0006585934314,1.203030776e-05,505,17
death,3,extra_trees,bmi_death_rate__delta1,BMI-attributable burden history,0.0006372120193,9.080823514e-06,505,18
death,3,extra_trees,bmi_daly_rate__delta1,BMI-attributable burden history,0.0005323977401,2.709110056e-05,505,19
death,3,extra_trees,bmi_daly_rate__std10,BMI-attributable burden history,0.0005293114353,0.0001382980244,505,20
death,3,extra_trees,bmi_death_rate__log_growth1,BMI-attributable burden history,0.000509260198,6.381918742e-05,505,21
death,3,extra_trees,bmi_daly_rate__log_growth1,BMI-attributable burden history,0.0004867624768,7.016123247e-05,505,22
death,3,extra_trees,bmi_death_rate__delta5,BMI-attributable burden history,0.0004839637391,3.383572147e-05,505,23
death,3,extra_trees,bmi_death_rate__log_growth3,BMI-attributable burden history,0.0004373789187,4.62074655e-05,505,24
death,3,extra_trees,bmi_daly_rate__delta3,BMI-attributable burden history,0.0004140952778,2.383821443e-05,505,25
death,3,extra_trees,bmi_daly_rate__log_growth3,BMI-attributable burden history,0.0004075486103,7.243479941e-05,505,26
death,3,extra_trees,bmi_death_rate__delta10,BMI-attributable burden history,0.0004068183347,7.815629278e-05,505,27
death,3,extra_trees,overall_death_rate__log_growth1,overall liver-cancer burden history,0.0004039621474,5.230959811e-05,505,28
death,3,extra_trees,bmi_death_rate__std10,BMI-attributable burden history,0.000391785242,7.594115559e-05,505,29
death,3,extra_trees,bmi_daly_rate__delta5,BMI-attributable burden history,0.000389644159,4.686754725e-05,505,30
death,3,extra_trees,bmi_daly_rate__delta10,BMI-attributable burden history,0.0003403914249,9.581426979e-06,505,31
death,3,extra_trees,overall_daly_rate__log_growth1,overall liver-cancer burden history,0.0003309180003,5.020344451e-05,505,32
death,3,extra_trees,bmi_death_rate__log_growth5,BMI-attributable burden history,0.0003098047458,4.473246148e-05,505,33
death,3,extra_trees,gbd_daly_fraction__lag5,GBD attributable fraction history,0.0003021866179,0.000122759648,505,34
death,3,extra_trees,bmi_daly_rate__log_slope5,BMI-attributable burden history,0.0002923629886,4.714759807e-05,505,35
death,3,extra_trees,overall_death_rate__delta1,overall liver-cancer burden history,0.000287717234,4.443344483e-05,505,36
death,3,extra_trees,overall_daly_rate__log_growth3,overall liver-cancer burden history,0.0002859933923,6.171262253e-05,505,37
death,3,extra_trees,bmi_daly_rate__log_growth5,BMI-attributable burden history,0.0002798116328,3.097661544e-05,505,38
death,3,extra_trees,bmi_death_rate__log_slope5,BMI-attributable burden history,0.0002755363966,5.054535643e-05,505,39
death,3,extra_trees,overall_death_rate__log_growth3,overall liver-cancer burden history,0.0002671034485,5.521268724e-05,505,40
death,3,extra_trees,overall_death_rate__current,overall liver-cancer burden history,0.0002606543598,-0.000138517403,505,41
death,3,extra_trees,overall_death_rate__lag3,overall liver-cancer burden history,0.0002484651908,-0.0001424677327,505,42
death,3,extra_trees,overall_death_rate__delta3,overall liver-cancer burden history,0.0002444762585,6.43089504e-05,505,43
death,3,extra_trees,bmi_daly_rate__log_growth10,BMI-attributable burden history,0.0002410083499,3.277903149e-05,505,44
death,3,extra_trees,overall_death_rate__mean3,overall liver-cancer burden history,0.0002389860345,-0.0001564759718,505,45
death,3,extra_trees,bmi_death_rate__log_growth10,BMI-attributable burden history,0.0002382961654,5.165949717e-05,505,46
death,3,extra_trees,gbd_death_fraction__mean5,GBD attributable fraction history,0.0002335563835,5.296843877e-05,505,47
death,3,extra_trees,overall_daly_rate__delta1,overall liver-cancer burden history,0.0002205904058,4.588961741e-05,505,48
death,3,extra_trees,gbd_daly_fraction__current,GBD attributable fraction history,0.0002182357745,7.556438203e-05,505,49
death,3,extra_trees,overall_daly_rate__log_slope5,overall liver-cancer burden history,0.0002175856532,5.812727558e-05,505,50
death,3,extra_trees,overall_death_rate__log_growth5,overall liver-cancer burden history,0.000217159726,1.915940424e-05,505,51
death,3,extra_trees,bmi_death_rate__std5,BMI-attributable burden history,0.0002079705152,4.032621625e-05,505,52
death,3,extra_trees,gbd_daly_fraction__mean3,GBD attributable fraction history,0.000203910243,6.749930105e-05,505,53
death,3,extra_trees,gbd_daly_fraction__lag1,GBD attributable fraction history,0.000202827165,7.766827212e-05,505,54
death,3,extra_trees,overall_daly_rate__delta3,overall liver-cancer burden history,0.0001955917304,6.910856787e-05,505,55
death,3,extra_trees,overall_death_rate__mean5,overall liver-cancer burden history,0.0001927458386,-0.0001241843413,505,56
death,3,extra_trees,derived__current_death_rate_gap,derived definition/gap features,0.0001915614787,-9.059282927e-05,505,57
death,3,extra_trees,gbd_daly_fraction__mean5,GBD attributable fraction history,0.0001893303205,7.236231872e-05,505,58
death,3,extra_trees,overall_daly_rate__log_growth5,overall liver-cancer burden history,0.0001863833649,2.631686583e-05,505,59
death,3,extra_trees,overall_death_rate__log_growth10,overall liver-cancer burden history,0.0001848032286,1.103771225e-05,505,60
death,3,extra_trees,bmi_death_rate__std3,BMI-attributable burden history,0.0001788911379,2.203156021e-07,505,61
death,3,extra_trees,overall_daly_rate__log_growth10,overall liver-cancer burden history,0.0001785466407,2.375315965e-05,505,62
death,3,extra_trees,overall_death_rate__log_slope5,overall liver-cancer burden history,0.0001756405475,3.106008725e-05,505,63
death,3,extra_trees,overall_death_rate__lag1,overall liver-cancer burden history,0.0001737216866,-0.0001219923399,505,64
death,3,extra_trees,bmi_death_rate__log_slope10,BMI-attributable burden history,0.0001698222885,4.468420771e-06,505,65
death,3,extra_trees,derived__current_daly_rate_gap,derived definition/gap features,0.000168497851,-8.087962312e-05,505,66
death,3,extra_trees,gbd_daly_fraction__lag3,GBD attributable fraction history,0.0001680450103,6.775204197e-05,505,67
death,3,extra_trees,gbd_daly_fraction__mean10,GBD attributable fraction history,0.0001647218386,5.925191342e-05,505,68
death,3,extra_trees,gbd_death_fraction__lag10,GBD attributable fraction history,0.0001575270745,5.779866204e-05,505,69
death,3,extra_trees,gbd_daly_fraction__lag10,GBD attributable fraction history,0.0001575047666,5.732714075e-05,505,70
death,3,extra_trees,gbd_death_fraction__lag1,GBD attributable fraction history,0.0001535715014,3.774392698e-05,505,71
death,3,extra_trees,overall_death_rate__mean10,overall liver-cancer burden history,0.0001528360308,-0.0001052013206,505,72
death,3,extra_trees,overall_daly_rate__mean5,overall liver-cancer burden history,0.0001474473825,-7.883991972e-05,505,73
death,3,extra_trees,overall_death_rate__lag5,overall liver-cancer burden history,0.0001453075756,-8.190094408e-05,505,74
death,3,extra_trees,sdi__lag1,sociodemographic index history,0.0001450524354,2.33017818e-05,505,75
death,3,extra_trees,overall_daly_rate__current,overall liver-cancer burden history,0.0001447709725,-7.396121629e-05,505,76
death,3,extra_trees,overall_death_rate__delta5,overall liver-cancer burden history,0.000144636984,1.735850601e-05,505,77
death,3,extra_trees,gbd_death_fraction__current,GBD attributable fraction history,0.0001442147983,5.421151255e-05,505,78
death,3,extra_trees,overall_daly_rate__mean3,overall liver-cancer burden history,0.0001437575493,-8.140408936e-05,505,79
death,3,extra_trees,overall_death_rate__lag10,overall liver-cancer burden history,0.0001385030446,-6.58558724e-05,505,80
death,3,extra_trees,gbd_death_fraction__lag3,GBD attributable fraction history,0.0001357146133,2.391786487e-05,505,81
death,3,extra_trees,sdi__current,sociodemographic index history,0.0001356780726,5.714266838e-06,505,82
death,3,extra_trees,gbd_death_fraction__mean3,GBD attributable fraction history,0.0001346863615,2.966315379e-05,505,83
death,3,extra_trees,overall_daly_rate__lag1,overall liver-cancer burden history,0.0001338894952,-7.124665216e-05,505,84
death,3,extra_trees,sdi__lag10,sociodemographic index history,0.0001323995775,5.485831015e-05,505,85
death,3,extra_trees,sdi__lag3,sociodemographic index history,0.000131908466,1.370576931e-05,505,86
death,3,extra_trees,gbd_daly_fraction__delta10,GBD attributable fraction history,0.0001316083744,2.309047603e-05,505,87
death,3,extra_trees,overall_death_rate__std3,overall liver-cancer burden history,0.0001302650239,6.760962704e-05,505,88
death,3,extra_trees,gbd_death_fraction__current_rel_ui_width,GBD attributable fraction history,0.0001295991602,5.633558461e-05,505,89
death,3,extra_trees,gbd_daly_fraction__current_rel_ui_width,GBD attributable fraction history,0.0001273479649,4.770473138e-05,505,90
death,3,extra_trees,sdi__std10,sociodemographic index history,0.0001247249744,2.324426968e-06,505,91
death,3,extra_trees,overall_daly_rate__delta10,overall liver-cancer burden history,0.0001246769331,4.381591842e-05,505,92
death,3,extra_trees,bmi_death_rate__cv3,BMI-attributable burden history,0.0001232800171,-1.560725297e-05,505,93
death,3,extra_trees,overall_daly_rate__cv10,overall liver-cancer burden history,0.0001228275988,3.106815361e-06,505,94
death,3,extra_trees,sdi__mean10,sociodemographic index history,0.0001225730972,5.860824766e-06,505,95
death,3,extra_trees,overall_death_rate__log_slope10,overall liver-cancer burden history,0.00012076014,-1.17181553e-05,505,96
death,3,extra_trees,sdi__mean3,sociodemographic index history,0.0001196165869,8.789860226e-06,505,97
death,3,extra_trees,gbd_death_fraction__std10,GBD attributable fraction history,0.000119398933,3.152154726e-05,505,98
death,3,extra_trees,overall_daly_rate__delta5,overall liver-cancer burden history,0.0001174636407,1.353446245e-05,505,99
death,3,extra_trees,gbd_death_fraction__lag5,GBD attributable fraction history,0.0001172097292,1.799388915e-05,505,100
death,3,extra_trees,gbd_death_fraction__delta3,GBD attributable fraction history,0.0001160012542,5.43259276e-05,505,101
death,3,extra_trees,gbd_death_fraction__delta10,GBD attributable fraction history,0.0001154917209,1.952124335e-05,505,102
death,3,extra_trees,sdi__lag5,sociodemographic index history,0.0001136029047,8.320346869e-06,505,103
death,3,extra_trees,bmi_daly_rate__std3,BMI-attributable burden history,0.0001135356877,4.807721049e-06,505,104
death,3,extra_trees,sdi__cv10,sociodemographic index history,0.0001132739145,-2.548413212e-06,505,105
death,3,extra_trees,gbd_death_fraction__delta5,GBD attributable fraction history,0.000112714354,4.57987039e-05,505,106
death,3,extra_trees,sdi__mean5,sociodemographic index history,0.0001104001705,-1.317403274e-07,505,107
death,3,extra_trees,overall_death_rate__delta10,overall liver-cancer burden history,0.0001103575641,1.730557563e-05,505,108
death,3,extra_trees,overall_daly_rate__cv3,overall liver-cancer burden history,0.0001100440855,2.462117149e-05,505,109
death,3,extra_trees,gbd_death_fraction__std5,GBD attributable fraction history,0.0001077680867,3.816502155e-05,505,110
death,3,extra_trees,bmi_daly_rate__log_slope10,BMI-attributable burden history,0.0001075801611,-1.347696706e-05,505,111
death,3,extra_trees,overall_daly_rate__lag5,overall liver-cancer burden history,0.0001070325129,-5.859538603e-05,505,112
death,3,extra_trees,bmi_daly_rate__std5,BMI-attributable burden history,0.0001064894506,-7.810358843e-06,505,113
death,3,extra_trees,derived__death_fraction_definition_gap_pp,derived definition/gap features,0.000105758342,5.125011111e-05,505,114
death,3,extra_trees,derived__daly_fraction_definition_gap_pp,derived definition/gap features,0.0001040753317,3.351047394e-05,505,115
death,3,extra_trees,overall_daly_rate__lag3,overall liver-cancer burden history,0.0001040031344,-5.370461315e-05,505,116
death,3,extra_trees,gbd_death_fraction__mean10,GBD attributable fraction history,0.000103616827,3.358059391e-05,505,117
death,3,extra_trees,gbd_daly_fraction__delta5,GBD attributable fraction history,0.0001034912192,5.247660342e-05,505,118
death,3,extra_trees,overall_daly_rate__std10,overall liver-cancer burden history,0.0001034626292,6.466753271e-05,505,119
death,3,extra_trees,overall_daly_rate__mean10,overall liver-cancer burden history,0.0001032243372,-5.350932152e-05,505,120
death,3,extra_trees,overall_daly_rate__std5,overall liver-cancer burden history,0.00010292917,4.039610608e-05,505,121
death,3,extra_trees,overall_daly_rate__std3,overall liver-cancer burden history,0.0001027699361,5.283696186e-05,505,122
death,3,extra_trees,overall_death_rate__cv3,overall liver-cancer burden history,0.0001016771991,2.344595404e-05,505,123
death,3,extra_trees,overall_death_rate__current_rel_ui_width,overall liver-cancer burden history,0.0001012448072,3.829225623e-05,505,124
death,3,extra_trees,overall_daly_rate__log_slope10,overall liver-cancer burden history,0.0001009629723,-6.648780915e-06,505,125
death,3,extra_trees,sdi__delta10,sociodemographic index history,0.0001002332059,3.323262014e-05,505,126
death,3,extra_trees,gbd_daly_fraction__delta1,GBD attributable fraction history,0.0001002205642,3.828030745e-05,505,127
death,3,extra_trees,gbd_daly_fraction__delta3,GBD attributable fraction history,9.976612189e-05,4.689053887e-05,505,128
death,3,extra_trees,sdi__log_growth10,sociodemographic index history,9.525050838e-05,1.805196122e-05,505,129
death,3,extra_trees,overall_death_rate__std5,overall liver-cancer burden history,9.405813281e-05,3.947836706e-05,505,130
death,3,extra_trees,bmi_death_rate__cv10,BMI-attributable burden history,9.232330874e-05,-2.222927011e-05,505,131
death,3,extra_trees,gbd_daly_fraction__std10,GBD attributable fraction history,9.227183586e-05,1.712421326e-05,505,132
death,3,extra_trees,overall_daly_rate__current_rel_ui_width,overall liver-cancer burden history,9.170176049e-05,3.373008114e-05,505,133
death,3,extra_trees,sdi__cv5,sociodemographic index history,8.992503641e-05,-7.832449223e-06,505,134
death,3,extra_trees,gbd_daly_fraction__log_slope10,GBD attributable fraction history,8.775077954e-05,2.601492313e-05,505,135
death,3,extra_trees,gbd_death_fraction__log_growth10,GBD attributable fraction history,8.740452064e-05,-1.682991769e-06,505,136
death,3,extra_trees,sdi__log_slope10,sociodemographic index history,8.739166055e-05,-1.030094429e-07,505,137
death,3,extra_trees,overall_death_rate__std10,overall liver-cancer burden history,8.738366747e-05,3.955252434e-05,505,138
death,3,extra_trees,bmi_death_rate__cv5,BMI-attributable burden history,8.640507577e-05,-1.787310937e-05,505,139
death,3,extra_trees,gbd_daly_fraction__log_slope5,GBD attributable fraction history,8.594665055e-05,5.778745016e-05,505,140
death,3,extra_trees,gbd_daly_fraction__log_growth10,GBD attributable fraction history,8.519826981e-05,1.568209582e-05,505,141
death,3,extra_trees,overall_death_rate__cv10,overall liver-cancer burden history,8.505388317e-05,-2.641609648e-05,505,142
death,3,extra_trees,gbd_death_fraction__delta1,GBD attributable fraction history,8.468674237e-05,3.665292372e-05,505,143
death,3,extra_trees,gbd_death_fraction__std3,GBD attributable fraction history,8.426470222e-05,3.66198664e-05,505,144
death,3,extra_trees,gbd_death_fraction__log_slope10,GBD attributable fraction history,8.395422375e-05,2.489004501e-05,505,145
death,3,extra_trees,gbd_daly_fraction__std5,GBD attributable fraction history,8.389934455e-05,4.343644048e-05,505,146
death,3,extra_trees,gbd_daly_fraction__std3,GBD attributable fraction history,8.046433257e-05,2.995444436e-05,505,147
death,3,extra_trees,bmi_daly_rate__cv10,BMI-attributable burden history,8.016301262e-05,-1.299103281e-05,505,148
death,3,extra_trees,gbd_daly_fraction__cv10,GBD attributable fraction history,7.851644447e-05,1.870654213e-05,505,149
death,3,extra_trees,bmi_daly_rate__current_rel_ui_width,BMI-attributable burden history,7.769787342e-05,-1.330934345e-05,505,150
death,3,extra_trees,overall_daly_rate__cv5,overall liver-cancer burden history,7.580264458e-05,9.755726968e-06,505,151
death,3,extra_trees,gbd_death_fraction__cv10,GBD attributable fraction history,7.568511763e-05,7.347062984e-06,505,152
death,3,extra_trees,gbd_daly_fraction__log_growth5,GBD attributable fraction history,7.320556061e-05,4.258646124e-05,505,153
death,3,extra_trees,sdi__log_slope5,sociodemographic index history,7.241868269e-05,-5.446365605e-06,505,154
death,3,extra_trees,gbd_death_fraction__log_growth5,GBD attributable fraction history,7.019499844e-05,2.864405085e-05,505,155
death,3,extra_trees,bmi_daly_rate__cv3,BMI-attributable burden history,7.018226093e-05,-1.257943924e-05,505,156
death,3,extra_trees,sdi__std3,sociodemographic index history,6.993136572e-05,-9.719094826e-06,505,157
death,3,extra_trees,sdi__log_growth3,sociodemographic index history,6.895768986e-05,-6.132021386e-06,505,158
death,3,extra_trees,sdi__delta3,sociodemographic index history,6.528989144e-05,-4.150034176e-06,505,159
death,3,extra_trees,sdi__log_growth5,sociodemographic index history,6.416354017e-05,-3.464169273e-06,505,160
death,3,extra_trees,overall_daly_rate__lag10,overall liver-cancer burden history,6.285905458e-05,-3.120886317e-05,505,161
death,3,extra_trees,gbd_daly_fraction__cv5,GBD attributable fraction history,6.251371461e-05,2.660432235e-05,505,162
death,3,extra_trees,gbd_death_fraction__cv5,GBD attributable fraction history,6.153017045e-05,2.202827002e-05,505,163
death,3,extra_trees,sdi__cv3,sociodemographic index history,6.087479867e-05,9.815972106e-06,505,164
death,3,extra_trees,bmi_death_rate__current_rel_ui_width,BMI-attributable burden history,6.071753743e-05,4.687233923e-06,505,165
death,3,extra_trees,bmi_daly_rate__cv5,BMI-attributable burden history,6.017774971e-05,-2.806202916e-05,505,166
